timestamp,round,loss,accuracy,data_samples
2025-04-24T12:42:46.230765,1,0.057572786176382604,0.3294776119402985,2680
2025-04-24T12:42:46.293281,8,0.057572786176382604,0.3294776119402985,2680
2025-04-24T12:43:22.939851,2,0.13506797347495805,0.2582089552238806,2680
2025-04-24T12:43:22.970175,9,0.13506797347495805,0.2582089552238806,2680
2025-04-24T12:43:54.564153,3,0.0665801375659544,0.3623134328358209,2680
2025-04-24T12:43:54.629799,10,0.0665801375659544,0.3623134328358209,2680
2025-04-24T12:44:24.883497,4,0.06172805793249785,0.35708955223880595,2680
2025-04-24T12:44:24.964611,11,0.06172805793249785,0.35708955223880595,2680
2025-04-24T12:44:56.452441,5,0.06468929532748549,0.382089552238806,2680
2025-04-24T12:44:56.505657,12,0.06468929532748549,0.382089552238806,2680
2025-04-24T12:45:25.154262,13,0.14397277066956704,0.27686567164179104,2680
2025-04-24T12:45:25.188081,6,0.14397277066956704,0.27686567164179104,2680
2025-04-24T12:46:00.717998,7,0.06797938462513596,0.3753731343283582,2680
2025-04-24T12:46:00.751508,14,0.06797938462513596,0.3753731343283582,2680
2025-04-24T12:46:32.548552,8,0.06065029880004143,0.3888059701492537,2680
2025-04-24T12:46:32.633724,15,0.06065029880004143,0.3888059701492537,2680
